,Name,Position,Age,Weight,Height,Pass Break,Intervention,Air Cannon,Shooting Percentage,Dribbling,Assists,Assists Per Game,Rust Percentage,Running Distance,Number of Matches,Classes
1488,Stephen Mullins,Midfielder,36,79,182,6,13,10,39,92,21,0.8,68,400,140,0
1489,Devin Chen,Midfielder,20,85,195,14,6,8,39,24,3,1.4,68,300,102,3
1490,Cameron Jenkins,Midfielder,34,85,190,13,13,16,68,92,17,0.8,39,250,102,1
1491,Gregg Chapman MD,Midfielder,27,76,182,8,13,16,43,24,16,0.8,59,250,145,3
1492,Chase Lamb,Midfielder,34,80,195,16,10,13,98,70,16,2.0,39,500,150,2
1493,Christopher Brooks,Midfielder,36,79,190,6,8,13,98,24,21,0.4,43,300,102,3
1494,John Powell,Midfielder,36,85,182,13,14,9,32,86,16,0.1,43,200,140,1
1495,Mark Taylor,Midfielder,34,76,182,8,8,8,32,50,17,0.5,59,400,150,0
1496,Lawrence Moran,Midfielder,20,79,177,14,15,9,59,24,16,0.5,59,450,149,3
1497,Ronald Jackson,Midfielder,34,85,190,6,10,18,39,92,7,0.5,98,450,150,0
1498,Christopher Cohen PhD,Midfielder,22,70,195,15,14,9,98,64,18,1.0,98,500,90,2
1499,Kevin Frazier,Midfielder,18,82,198,8,6,16,68,64,18,0.5,98,400,140,0
