,Name,Position,Age,Goal,Assist,Average Goals Per Game,Average Assits Per Game,Pass Percentage,Shooting Percentage on Goal,Playing Success,Whip a Cross,Tackle Percentage,Key Pass,Running Distance,Number of Matches,Classes
1457,Edward Roberson,Attacker,34,39,5,1.3,1.5,64,32,80,27,26,27,350,155,0
1458,Timothy Rivera,Attacker,29,39,5,1.5,1.2,86,43,52,40,89,15,200,90,3
1459,Christopher Mcgee,Attacker,17,56,18,0.2,2.0,36,59,30,96,92,12,500,90,1
1460,Robert Taylor,Attacker,22,32,15,1.5,1.5,51,32,80,89,60,8,200,145,1
1461,Douglas Williams,Attacker,18,39,18,0.8,0.8,92,43,80,27,26,21,250,140,0
1462,Derek Martinez,Attacker,18,56,13,1.2,2.0,92,68,80,96,86,14,350,155,1
1463,Scott Powell,Attacker,21,26,18,0.8,1.0,86,32,52,96,60,8,300,150,1
1464,Ryan White,Attacker,18,42,18,0.5,0.8,92,68,98,40,60,14,400,150,0
1465,Russell Austin,Attacker,27,58,13,0.8,1.0,50,32,30,52,89,21,450,90,2
1466,Jason Acosta,Attacker,21,56,22,1.5,2.0,51,59,52,40,60,21,250,150,0
1467,Donald Robinson,Attacker,22,56,13,1.0,0.5,64,59,48,27,86,5,350,155,2
1468,David Smith,Attacker,21,49,13,0.5,1.2,64,73,48,27,86,21,300,102,2
1469,Timothy Stephens,Attacker,27,56,15,1.3,1.2,50,32,55,52,42,27,400,149,0
1470,Robert Schultz,Attacker,32,39,22,1.2,1.5,24,59,36,96,48,21,400,155,1
1471,Jared Wood,Attacker,21,49,12,1.3,1.0,50,39,98,27,60,12,200,102,0
1472,Brian Bonilla,Attacker,17,39,13,1.5,2.0,51,98,30,52,86,21,500,145,2
1473,Cesar Jensen,Attacker,29,56,12,1.0,0.8,51,59,30,96,60,15,450,150,1
1474,Justin Singh,Attacker,32,26,13,1.2,1.3,64,39,36,40,48,8,500,149,0
1475,Samuel Armstrong,Attacker,32,42,18,0.2,1.3,86,43,52,80,26,12,300,140,1
1476,Brett Adams II,Attacker,36,49,9,0.5,1.3,36,32,36,52,42,27,300,149,0
1477,Christopher Bell,Attacker,18,39,22,1.0,2.0,92,73,80,52,92,27,300,155,3
1478,James Wheeler,Attacker,21,39,13,1.3,1.5,64,98,30,80,26,12,300,155,1
1479,Anthony Brown DDS,Attacker,32,32,22,1.3,1.2,51,39,48,80,89,21,350,155,1
1480,Donald Holmes,Attacker,34,39,9,0.2,0.5,92,68,55,96,26,14,300,145,1
1481,David Chase,Attacker,21,49,15,1.2,2.0,36,39,98,40,89,21,250,90,2
1482,Brian Day,Attacker,25,58,18,1.0,2.0,24,73,52,89,42,14,400,155,1
1483,Benjamin West,Attacker,29,56,13,1.3,1.5,50,98,55,40,60,21,300,90,0
1484,Timothy Carter,Attacker,36,26,12,1.2,2.0,86,68,80,27,86,14,500,102,3
1485,Clifford Moore,Attacker,20,32,9,1.0,1.0,36,39,98,27,60,12,200,149,0
1486,James Baker,Attacker,29,56,9,1.5,0.5,64,98,55,89,26,27,450,145,1
1487,Anthony Hart,Attacker,16,32,12,0.5,1.3,64,98,30,35,42,14,400,140,3
1488,Patrick Williams,Attacker,34,58,22,0.5,0.8,64,43,36,40,89,14,450,145,2
1489,Roy Shelton,Attacker,22,58,5,1.3,0.5,51,98,98,40,86,14,450,145,2
1490,Christopher Moore,Attacker,17,26,9,0.2,2.0,50,73,98,27,89,12,450,102,2
1491,Timothy Velazquez,Attacker,19,32,12,1.3,1.2,50,73,80,35,86,15,250,90,2
1492,Thomas Rodriguez,Attacker,18,39,5,1.2,1.3,36,73,36,35,48,12,200,149,0
1493,Shane Lopez III,Attacker,22,49,15,0.2,0.8,51,32,30,96,42,5,200,155,1
1494,Dennis Walsh,Attacker,21,26,12,0.8,0.8,24,98,36,80,86,8,350,102,1
1495,Michael Kirk,Attacker,17,42,22,1.2,2.0,24,98,36,27,89,21,400,140,2
1496,Thomas Johnson,Attacker,32,26,9,1.3,1.5,51,43,80,96,42,5,500,149,1
1497,Aaron Alexander,Attacker,17,26,13,1.0,0.8,64,39,80,52,92,14,350,149,2
1498,Bryan Thompson,Attacker,22,58,15,1.5,0.8,64,32,80,52,48,27,350,155,0
1499,Jose Dunn,Attacker,32,49,13,1.5,1.0,64,43,80,40,86,14,500,155,2
